Summary,Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees)
14,29.17461074610746,54.82,4.074886535552194,316.1281337047354
13,26.776554765547658,93.68,4.058497226424609,55.82172701949861
13,26.959076590765907,91.94,3.678265254664649,55.82172701949861
13,27.12568625686257,89.03999999999999,2.8817448310640446,74.34540389972145
10,27.347520475204753,87.88,4.291225416036308,52.89693593314763
10,27.154702547025472,88.46000000000001,3.0358043368633383,98.71866295264624
14,29.21673116731167,61.78,3.5274836106908722,235.20891364902508
14,29.481621816218166,58.3,3.7766011094301564,242.033426183844
2,28.067311673116734,73.38,7.906707009581441,126.016713091922
13,27.311016110161102,84.98,4.074886535552194,115.29247910863509
12,28.24889748897489,74.53999999999999,2.7571860816944023,196.2116991643454
14,29.013617136171362,65.84,4.497730711043873,19.749303621169915
14,29.18958689586896,62.94,4.756681795259707,19.749303621169915
14,29.250427504275045,62.36,4.104387291981846,29.498607242339833
5,28.99208892088921,64.1,2.6064044377206255,186.4623955431755
14,29.20549905499055,57.72,2.8784669692385276,51.92200557103064
12,27.179974799748,86.72,3.1308623298033282,107.49303621169916
12,26.955332553325533,94.25999999999999,3.35047907211296,56.796657381615596
13,27.509450094500945,80.34,3.9732728189611697,329.7771587743733
14,28.366834668346684,56.56,3.4848714069591527,41.19777158774373
14,27.033021330213302,80.92,3.2783661119515886,49.97214484679666
14,28.656061560615605,58.879999999999995,4.6059001512859306,173.7883008356546
5,26.67078570785708,91.94,2.5965708522440747,105.54317548746518
14,25.002817028170284,87.88,3.3767019667170954,275.18105849582173
14,24.985968859688597,87.88,2.7506303580433684,301.5041782729805
12,26.776554765547658,63.519999999999996,3.3930912758446796,351.22562674094706
12,26.768130681306815,62.94,3.7667675239536056,63.62116991643454
12,25.587822878228785,91.36,2.6588502269288954,247.88300835654596
5,25.85177751777518,91.94,4.84846192637418,321.00278551532034
12,26.51540815408154,79.75999999999999,3.3045890065557235,12.924791086350975
14,26.493879938799388,83.24000000000001,2.590015128593041,335.62674094707523
14,26.970308703087035,84.98,3.206253151790217,178.66295264623955
14,27.525362253622536,84.4,2.7178517397881996,257.63231197771586
14,28.359346593465936,65.84,4.4452849218356025,244.95821727019498
14,28.838583385833857,65.84,3.6815431164901664,171.83844011142062
12,27.81739717397174,80.92,4.189611699445285,76.29526462395543
12,28.19928899288993,73.38,2.855521936459909,92.86908077994428
3,26.966564665646658,88.46000000000001,8.696671709531014,29.498607242339833
5,27.3259922599226,90.2,3.2849218356026224,144.54038997214485
5,27.236135361353615,94.25999999999999,3.2685325264750382,144.54038997214485
12,27.781828818288183,86.72,3.9470499243570343,59.721448467966574
10,27.158446584465846,88.46000000000001,5.949823499747857,69.47075208913648
14,26.50230402304023,69.9,4.612455874936964,312.2284122562674
14,25.814337143371436,87.88,2.7276853252647504,270.30640668523677
13,26.476095760957612,80.34,3.4619263741805346,32.42339832869081
12,25.827441274412745,80.34,5.104135148764499,17.799442896935933
12,26.003411034110343,88.46000000000001,5.268028240040342,10.974930362116991
13,22.590720907209075,93.68,3.9503277861825516,215.71030640668525
13,24.603141031410317,93.68,3.121028744326778,212.78551532033427
13,24.614373143731438,87.88,5.245083207261725,321.00278551532034
3,23.859949599495998,80.92,9.385022692889562,29.498607242339833
2,24.959760597605978,79.18,8.739283913262732,19.749303621169915
2,24.958824588245882,78.6,8.99823499747857,18.774373259052926
2,24.780046800468007,76.28,9.52269288956127,30.473537604456826
3,24.60875708757088,81.5,9.365355521936458,18.774373259052926
3,24.61718117181172,75.7,9.021180030257188,17.799442896935933
3,24.413131131311314,78.6,8.0148764498235,18.774373259052926
3,24.139816398163983,79.75999999999999,8.840897629853757,20.724233983286908
3,24.04247142471425,79.75999999999999,7.900151285930408,19.749303621169915
3,23.725164251642518,83.82,10.00781643973777,27.54874651810585
16,23.862757627576276,76.28,11.269793242561777,29.498607242339833
16,23.781324813248133,79.75999999999999,10.679778113968734,29.498607242339833
3,23.769156691566916,79.75999999999999,10.027483610690872,29.498607242339833
16,23.765412654126543,78.02,11.1386787695411,38.27298050139276
3,23.514562145621458,89.03999999999999,10.014372163388805,28.52367688022284
16,23.49958599585996,88.46000000000001,10.646999495713565,29.498607242339833
1,23.410665106651066,90.2,9.630862329803328,27.54874651810585
1,23.4059850598506,89.62,9.752143217347452,29.498607242339833
1,23.409729097290974,93.68,9.457135653050933,29.498607242339833
1,23.42189721897219,93.68,9.057236510337873,19.749303621169915
1,23.413473134731348,93.68,9.7226424609178,29.498607242339833
1,23.42189721897219,93.68,9.083459404942005,29.498607242339833
1,23.595058950589507,91.94,8.58522440746344,27.54874651810585
3,23.5959949599496,89.62,7.9099848714069605,27.54874651810585
13,23.738268382683827,90.2,4.294503277861825,332.70194986072426
13,23.961038610386105,87.3,4.615733736762481,311.2534818941504
13,23.948870488704888,87.3,4.697680282400404,311.2534818941504
13,23.682107821078212,89.03999999999999,3.9634392334846194,347.3259052924791
13,23.960102601026012,87.3,3.2718103883005547,282.0055710306407
12,24.24839348393484,89.62,4.186333837619768,27.54874651810585
5,23.786004860048603,82.66,2.9079677256681795,76.29526462395543
9,23.61845918459185,91.36,4.782904689863843,339.52646239554315
5,25.265835658356586,75.7,3.753656076651538,222.53481894150417
14,24.985968859688597,83.82,5.166414523449319,214.73537604456826
12,25.922914229142293,86.72,4.281391830559757,240.08356545961
3,24.6349653496535,87.3,8.667170953101362,30.473537604456826
3,25.1029700297003,76.86,8.844175491679273,29.498607242339833
3,25.09828998289983,73.96000000000001,8.955622793746848,29.498607242339833
4,24.428107281072812,78.6,7.9853756933938485,165.98885793871867
12,25.97158671586716,67.0,4.179778113968734,192.31197771587745
13,26.15878858788588,73.96000000000001,5.199193141704487,300.5292479108635
13,25.840545405454055,84.4,2.9800806858295514,332.70194986072426
14,26.80650706507065,69.9,4.615733736762481,205.96100278551532
3,26.946908469084693,68.16,9.529248613212303,214.73537604456826
3,26.95439654396544,68.16,9.004790721129602,224.48467966573816
3,26.963756637566377,67.58,9.352244074634392,226.43454038997214
12,25.894833948339485,84.98,4.16338880484115,302.4791086350975
13,25.61309513095131,88.46000000000001,4.196167423096319,116.26740947075209
4,25.805913059130592,81.5,8.831064044377205,264.4568245125348
4,25.78438484384844,76.86,9.027735753908221,264.4568245125348
2,25.26957969579696,79.75999999999999,9.716086737266767,282.0055710306407
2,25.299531995319953,79.75999999999999,9.17523953605648,281.0306406685237
2,25.104842048420487,82.08,9.424357034795765,291.7548746518106
4,25.453037530375305,79.75999999999999,10.079929399899143,282.0055710306407
17,25.81527315273153,71.06,10.489662128088755,282.0055710306407
17,25.6439834398344,73.96000000000001,10.883005547150782,282.9805013927577
4,25.640239402394023,71.06,9.39813414019163,283.95543175487467
2,25.453037530375305,73.96000000000001,8.650781643973776,283.95543175487467
4,25.44180541805418,73.96000000000001,8.316439737771056,292.7298050139276
14,26.654873548735488,56.56,4.678013111447303,251.78272980501393
14,25.183466834668348,85.56,4.124054462934947,265.4317548746518
14,24.52170821708217,78.6,7.142965204236006,186.4623955431755
2,24.97380073800738,75.7,9.879979828542613,195.23676880222843
2,24.97848078480785,79.18,8.968734241048917,196.2116991643454
2,24.802511025110253,82.08,9.394856278366111,194.26183844011143
2,25.013113131131313,78.6,9.027735753908221,196.2116991643454
2,25.2780037800378,76.28,9.568582955118508,187.43732590529248
2,25.452101521015212,76.28,8.92284417549168,204.01114206128133
2,25.634623346233465,76.28,10.047150781643973,216.68523676880224
13,23.66338763387634,93.1,4.845184064548664,283.95543175487467
12,24.008775087750877,85.56,4.632123045890065,184.5125348189415
13,26.085779857798578,83.24000000000001,4.707513867876954,290.7799442896936
14,26.33288632886329,72.8,6.798789712556732,20.724233983286908
3,26.03429934299343,80.92,8.424609178013112,10.0
14,27.618027180271806,63.519999999999996,4.910741301059002,211.81058495821728
14,26.799018990189904,83.82,5.064800806858296,254.7075208913649
14,26.688569885698858,81.5,5.517145738779627,301.5041782729805
5,25.458653586535867,93.68,2.7440746343923346,278.1058495821727
14,27.789316893168934,69.32,3.081694402420575,228.38440111420613
12,26.218693186931873,86.72,2.8817448310640446,45.0974930362117
12,27.320376203762038,65.25999999999999,4.70095814422592,19.749303621169915
14,25.832121321213215,87.88,3.9208270297528998,302.4791086350975
14,26.682017820178203,76.86,4.8648512355017655,339.52646239554315
12,26.128836288362884,79.75999999999999,3.615985879979829,272.25626740947075
4,27.134110341103412,74.53999999999999,9.31290973272819,301.5041782729805
4,27.467329673296735,73.38,9.339132627332326,310.2785515320334
2,27.5160021600216,68.74000000000001,10.024205748865356,311.2534818941504
2,27.5160021600216,69.9,10.024205748865356,311.2534818941504
2,27.54969849698497,68.74000000000001,8.454109934442764,321.00278551532034
2,27.60679506795068,68.74000000000001,7.900151285930408,320.02785515320335
4,27.524426244262443,69.9,9.004790721129602,330.75208913649027
12,26.52851228512285,83.82,5.212304589006556,321.00278551532034
13,26.12509225092251,93.68,4.199445284921836,243.983286908078
13,25.64117541175412,88.46000000000001,4.802571860816943,292.7298050139276
14,26.494815948159484,69.9,5.576147251638931,302.4791086350975
14,26.136324363243634,71.64,4.671457387796268,311.2534818941504
5,25.827441274412745,76.86,2.7211296016137165,16.824512534818943
5,25.258347583475835,84.4,3.3144225920322743,335.62674094707523
12,26.345054450544506,66.42,2.5211800302571863,40.22284122562674
12,25.26770767707677,86.14,3.9273827534039336,10.974930362116991
5,24.58816488164882,91.94,4.058497226424609,348.3008356545961
12,25.944442444424446,86.14,2.5375693393847705,182.56267409470752
14,26.633345333453335,75.12,2.8883005547150784,214.73537604456826
14,25.26770767707677,91.94,2.6260716086737266,302.4791086350975
4,25.270515705157052,71.64,8.850731215330308,310.2785515320334
4,25.432445324453248,69.9,9.31290973272819,312.2284122562674
2,25.453037530375305,71.64,9.050680786686838,311.2534818941504
2,25.457717577175774,71.64,8.798285426122035,321.00278551532034
14,24.948528485284854,76.86,4.461674230963187,278.1058495821727
4,24.809999099991,82.08,8.0148764498235,291.7548746518106
4,24.99158491584916,78.6,9.04740292486132,300.5292479108635
4,25.094545945459455,74.53999999999999,9.37518910741301,301.5041782729805
4,25.273323733237333,74.53999999999999,9.08018154311649,310.2785515320334
12,24.725758257582577,82.08,5.471255673222391,211.81058495821728
14,25.081441814418145,87.88,3.28819969742814,189.38718662952647
14,24.841823418234185,89.62,4.26828038325769,146.49025069637884
14,24.423427234272346,78.6,7.057740796772567,311.2534818941504
4,24.431851318513186,75.12,8.27710539586485,310.2785515320334
4,24.616245162451627,72.22,8.611447302067575,313.2033426183844
4,24.775366753667537,67.0,10.109430156328795,301.5041782729805
4,24.786598865988662,64.68,10.004538577912255,301.5041782729805
4,24.636837368373683,63.519999999999996,9.611195158850226,311.2534818941504
2,24.428107281072812,65.84,9.74558749369642,311.2534818941504
2,24.24839348393484,70.48,9.74558749369642,311.2534818941504
4,24.25307353073531,67.58,9.021180030257188,321.00278551532034
4,24.237161371613716,65.84,8.9851235501765,320.02785515320335
12,25.673935739357397,82.66,5.205748865355521,133.81615598885793
12,25.260219602196024,91.94,4.176500252143217,113.34261838440112
9,24.657429574295744,93.68,2.6064044377206255,67.5208913649025
5,25.45678156781568,86.72,5.943267776096823,165.01392757660167
12,25.629943299432995,84.4,4.858295511850731,165.01392757660167
14,25.694527945279454,83.82,3.842158345940494,143.56545961002786
9,24.255881558815588,96.0,2.0,10.0
13,24.901728017280174,91.94,3.3930912758446796,325.8774373259053
0,24.802511025110253,82.08,7.913262733232476,291.7548746518106
3,24.982224822248224,83.82,8.02471003530005,282.0055710306407
3,25.079569795697957,82.08,9.214573877962682,282.0055710306407
3,25.239627396273963,82.66,8.772062531517902,281.0306406685237
3,24.977544775447754,89.62,8.129601613716591,261.53203342618383
3,25.00468904689047,89.03999999999999,8.421331316187594,262.5069637883008
2,25.11045810458105,85.56,8.388552697932425,273.23119777158774
4,25.26957969579696,81.5,7.975542107917296,288.83008356545963
2,25.281747817478177,84.4,8.359051941502774,291.7548746518106
2,25.37066870668707,82.08,8.10010085728694,291.7548746518106
2,25.273323733237333,86.14,8.913010590015128,301.5041782729805
2,25.273323733237333,86.14,8.935955622793745,291.7548746518106
2,25.281747817478177,86.14,8.204992435703481,295.6545961002785
3,25.277067770677707,89.03999999999999,8.0148764498235,301.5041782729805
5,26.493879938799388,68.16,4.26828038325769,183.5376044568245
14,27.60679506795068,71.06,4.251891074130106,175.73816155988857
12,27.996174961749617,65.25999999999999,4.30105900151286,176.71309192200556
5,25.015921159211594,93.1,2.747352496217852,348.3008356545961
5,24.782854828548288,96.0,2.983358547655068,331.72701949860726
5,25.07208172081721,93.68,2.6260716086737266,29.498607242339833
5,24.970056700567007,91.94,4.950075642965205,312.2284122562674
5,23.80846908469085,90.2,3.9241048915784162,358.050139275766
5,24.381306813068132,81.5,4.832072617246595,38.27298050139276
5,24.4880118801188,81.5,2.8227433182047403,341.47632311977713
12,26.682953829538295,88.46000000000001,3.265254664649521,183.5376044568245
14,24.603141031410317,80.34,4.21583459404942,173.7883008356546
12,25.91729817298173,72.22,5.992435703479576,156.23955431754874
12,26.115732157321574,72.8,3.3734241048915785,168.91364902506965
12,25.835865358653585,80.34,3.252143217347453,153.31476323119776
12,27.313824138241387,62.94,5.530257186081695,145.51532033426184
14,25.55319053190532,84.4,4.199445284921836,138.6908077994429
12,27.501026010260105,67.0,7.388804841149773,328.8022284122563
2,25.925722257222574,82.66,9.79803328290469,320.02785515320335
4,25.83118531185312,82.66,9.004790721129602,311.2534818941504
14,28.34717847178472,62.36,7.752647503782148,213.76044568245126
4,28.410827108271086,61.78,7.903429147755927,216.68523676880224
4,28.366834668346684,61.78,8.00176500252143,222.53481894150417
4,25.738520385203852,82.66,9.88325769036813,311.2534818941504
4,25.738520385203852,80.92,9.975037821482601,311.2534818941504
4,25.640239402394023,82.66,8.365607665153808,320.02785515320335
2,25.5559985599856,82.66,8.109934442763489,321.00278551532034
2,24.982224822248224,75.7,8.781896116994453,36.32311977715877
5,23.59318693186932,83.24000000000001,2.645738779626828,323.9275766016713
12,24.439339393393936,71.06,3.006303580433686,152.33983286908077
2,26.627729277292772,78.02,9.604639435199193,312.2284122562674
12,25.93040230402304,89.62,2.1048915784165407,282.9805013927577
14,26.970308703087035,65.25999999999999,4.324004034291478,304.42896935933146
14,26.9749887498875,69.9,4.245335350479072,153.31476323119776
14,25.359436594365945,91.94,3.2783661119515886,340.50139275766014
5,25.075825758257583,93.68,3.3078668683812404,330.75208913649027
5,25.570038700387006,93.1,2.645738779626828,253.73259052924791
14,25.77315273152732,91.94,2.655572365103379,195.23676880222843
14,26.9459724597246,73.38,3.042360060514372,58.74651810584958
14,27.60960309603096,61.78,2.7801311144730207,196.2116991643454
14,27.60960309603096,60.04,4.278113968734241,155.26462395543174
5,25.325740257402575,91.94,2.8883005547150784,55.82172701949861
12,26.340374403744036,76.86,5.3532526475037825,114.3175487465181
12,26.65768157681577,76.86,2.786686838124054,88.96935933147633
5,27.14627846278463,71.06,4.96646495209279,144.54038997214485
0,27.53378633786338,69.9,9.421079172970247,155.26462395543174
14,27.80148501485015,65.84,4.540342914775592,164.03899721448468
12,26.931932319323195,87.3,3.842158345940494,80.1949860724234
5,26.259877598775986,95.42,4.035552193645991,349.2757660167131
14,27.291359913599138,81.5,4.615733736762481,323.9275766016713
14,27.784636846368464,69.32,5.458144225920323,17.799442896935933
14,27.78838088380884,64.1,3.05547150781644,212.78551532033427
12,26.520088200882007,87.3,2.655572365103379,253.73259052924791
14,26.780298802988032,88.46000000000001,4.307614725163893,216.68523676880224
14,27.290423904239045,84.4,3.799546142208775,243.008356545961
4,28.1590405904059,62.94,9.191628845184066,321.00278551532034
4,28.167464674646748,63.519999999999996,9.263741805345436,311.2534818941504
14,25.749752497524977,93.68,2.655572365103379,224.48467966573816
14,28.36309063090631,63.519999999999996,4.291225416036308,186.4623955431755
2,27.111646116461166,80.34,9.024457892082703,311.2534818941504
2,26.78778687786878,82.66,8.772062531517902,311.2534818941504
14,25.75817658176582,72.8,4.904185577407968,303.45403899721447
5,25.353820538205383,73.38,3.3045890065557235,15.84958217270195
5,26.997452974529747,57.14,6.477559253656077,29.498607242339833
14,24.80157501575016,78.6,4.248613212304589,57.77158774373259
14,26.49949599495995,57.14,2.786686838124054,104.56824512534818
3,26.79808298082981,66.42,8.942511346444782,321.97771587743733
3,26.12790027900279,64.1,8.844175491679273,313.2033426183844
14,25.26209162091621,71.64,2.029500756429652,234.23398328690809
14,24.234353343533435,78.6,3.579929399899143,168.91364902506965
5,26.986220862208626,57.14,5.579425113464448,293.7047353760446
8,27.158446584465846,47.86,2.5703479576399393,312.2284122562674
14,27.166870668706686,49.6,3.6422087745839637,131.86629526462394
8,27.34939249392494,46.7,3.0784165405950583,134.79108635097492
8,27.355944559445597,46.7,2.52773575390822,203.03621169916434
8,27.173422734227344,48.44,2.747352496217852,177.68802228412255
14,24.284897848978492,82.66,2.649016641452345,204.98607242339833
14,27.54408244082441,59.46,4.228946041351488,258.60724233983285
14,26.071739717397175,79.75999999999999,4.202723146747353,279.0807799442897
14,24.926064260642608,87.88,3.3832576903681293,174.76323119777157
14,24.10050400504005,90.2,2.855521936459909,290.7799442896936
5,25.257411574115743,69.32,3.317700453857791,137.7158774373259
4,25.024345243452437,70.48,7.998487140695916,36.32311977715877
12,24.53949239492395,74.53999999999999,3.35047907211296,228.38440111420613
14,26.666105661056612,53.08,6.244831064044377,293.7047353760446
14,26.779362793627936,54.24,3.6028744326777606,306.37883008356545
12,27.483241832418326,78.02,5.333585476550681,164.03899721448468
12,27.13130231302313,80.92,6.274331820474028,205.96100278551532
5,26.76438664386644,82.08,2.671961674230963,165.98885793871867
5,29.48630186301863,53.66,4.5665658093797274,149.41504178272982
5,27.318504185041853,72.8,2.1507816439737772,312.2284122562674
12,26.953460534605348,82.08,4.874684820978315,47.04735376044568
14,28.141256412564125,69.9,3.8192133131618764,156.23955431754874
12,28.04016740167402,71.06,3.35047907211296,173.7883008356546
5,25.879857798577987,83.82,3.1046394351991933,137.7158774373259
5,27.34190441904419,61.78,3.6684316691880987,146.49025069637884
14,28.9789847898479,55.4,4.140443772062532,272.25626740947075
12,29.47038970389704,55.980000000000004,7.044629349470498,253.73259052924791
5,27.228647286472864,84.98,2.0,10.0
14,29.269147691476917,62.36,5.897377710539587,149.41504178272982
14,27.631131311313112,77.44,3.265254664649521,338.55153203342616
5,26.876707767077672,74.53999999999999,3.3668683812405447,324.9025069637883
12,28.669165691656914,57.14,4.317448310640444,16.824512534818943
14,27.395256952569525,67.58,4.225668179525971,319.05292479108635
12,26.487327873278733,77.44,4.537065052950076,48.99721448467967
12,28.17308073080731,60.620000000000005,3.3865355521936458,84.09470752089136
5,26.09420394203942,79.75999999999999,2.963691376701967,156.23955431754874
12,28.398658986589865,55.4,2.9768028240040345,297.6044568245125
2,27.923166231662318,65.84,8.729450327786184,301.5041782729805
14,26.996516965169654,75.12,4.484619263741806,123.09192200557104
12,26.6090090900909,78.6,5.117246596066566,356.100278551532
14,27.622707227072272,67.58,6.448058497226426,56.796657381615596
14,27.54408244082441,70.48,2.8948562783661123,221.55988857938718
14,27.220223202232024,75.12,4.855017650025215,66.54596100278552
12,28.83109531095311,58.3,4.160110943015633,344.4011142061281
12,27.32318423184232,73.96000000000001,2.6391830559757943,317.10306406685237
13,24.797830978309783,87.88,3.9765506807866866,67.5208913649025
14,23.316128161281615,83.82,4.609178013111447,38.27298050139276
13,23.296471964719647,87.3,6.441502773575391,28.52367688022284
12,23.58569885698857,91.36,5.500756429652043,38.27298050139276
5,23.16449464494645,90.78,3.74054462934947,51.92200557103064
13,23.413473134731348,81.5,4.189611699445285,21.6991643454039
9,23.301152011520117,90.78,2.9407463439233483,256.65738161559887
9,22.80132301323013,91.94,3.983106404437721,305.40389972144845
9,22.9379803798038,89.62,3.3111447302067574,321.97771587743733
13,23.303960039600398,87.3,3.5078164397377707,215.71030640668525
13,23.300216002160024,83.82,3.8028240040342913,226.43454038997214
13,23.215039150391505,87.3,2.0,10.0
13,23.21035910359104,87.3,2.645738779626828,265.4317548746518
13,23.215039150391505,87.3,2.655572365103379,292.7298050139276
13,23.12518225182252,86.72,2.655572365103379,19.749303621169915
9,23.116758167581676,91.36,2.655572365103379,156.23955431754874
9,23.113014130141302,91.36,2.649016641452345,212.78551532033427
